age,industry,Education,ALERT,is_sanctioned,kycRiskScore,income,tenureMonths,creditScore,state,nbrPurchases90d,avgTxnSize90d,totalSpend90d,csrNotes,nbrDistinctMerch90d,nbrMerchCredits90d,nbrMerchCreditsRndDollarAmt90d,totalMerchCred90d,nbrMerchCreditsWoOffsettingPurch,nbrPayments90d,totalPaymentAmt90d,overpaymentAmt90d,overpaymentInd90d,nbrCustReqRefunds90d,indCustReqRefund90d,totalRefundsToCust90d,nbrPaymentsCashLike90d,maxRevolveLine,indOwnsHome,nbrInquiries1y,nbrCollections3y,nbrWebLogins90d,nbrPointRed90d,PEP
60.0,Healthcare,Master's Degree,1,0,0,172600.0,3,692,MA,9,0.53,4.77, ,5,1,0,0.57,0,6,60.0,55.23,1,2,1,98.76,0,15000,1,3,0,5,1,0
49.0,Legal,Associate Degree,1,0,0,91900.0,23,695,MA,10,23.39,233.9, ,5,1,0,22.36,0,5,233.9,0.0,0,1,1,65.6,0,15000,0,5,0,8,0,0
24.0,Entertainment and Hospitality,Associate Degree,1,1,2,17300.0,51,705,NY,1,1.21,1.21,billing address plastic replace change request,1,0,0,0.0,0,4,60.0,58.79,1,2,1,97.88,0,10000,0,2,0,6,1,0
28.0,Entertainment and Hospitality,High School or Below,1,0,1,27700.0,42,707,NJ,23,512.45,11786.35,plastic replace late payment transfer,15,1,1,529.0,0,2,11786.35,0.0,0,1,1,25.05,2,9000,1,3,0,6,2,0
31.0,Entertainment and Hospitality,Associate Degree,1,0,1,50500.0,6,690,NY,59,268.18,15822.62, ,26,3,0,803.28,0,3,791.13,0.0,0,1,1,50.76,3,6000,1,5,0,6,0,0
33.0,Construction,High School or Below,1,0,0,29500.0,0,695,NY,21,65.05,1366.05,plastic replace password change transfer,12,2,1,145.65,1,4,68.3,0.0,0,1,1,66.0,1,13000,0,5,0,10,0,0
27.0,Construction,Bachelor's Degree,1,0,0,12000.0,3,737,RI,1,96.43,96.43, ,0,0,0,0.0,0,2,96.43,0.0,0,1,1,44.54,0,15000,0,1,0,10,1,0
51.0,Entertainment and Hospitality,Bachelor's Degree,1,0,0,34900.0,41,637,ME,10,0.0,0.0, ,3,0,0,0.0,0,3,60.0,60.0,1,2,1,60.0,0,9000,0,4,0,5,1,0
58.0,Manufacturing,Master's Degree,1,0,0,79800.0,12,755,CT,14,330.6,4628.4,password change billing address statement bitcoin,8,2,1,674.27,0,4,4628.4,0.0,0,1,1,53.65,4,11000,1,5,0,4,0,0
36.0,Education,Associate Degree,1,1,1,67500.0,2,740,MA,2,10.17,20.34,transfer   billing address,2,0,0,0.0,0,5,60.0,39.66,1,2,1,93.51,0,6000,1,3,0,3,1,0
55.0,Financial Services,Associate Degree,1,0,0,107200.0,7,749,NY,19,54.2,1029.8,billing address late payment customer call,11,1,1,44.0,0,3,1029.8,0.0,0,1,1,78.1,0,12000,1,3,0,8,2,0
29.0,Manufacturing,Associate Degree,1,0,0,9200.0,2,616,RI,1,14.57,14.57,plastic replace late payment statement,0,0,0,0.0,0,4,60.0,45.43,1,1,1,112.57,0,7000,1,1,0,8,0,0
48.0,Construction,Associate Degree,1,0,0,46600.0,3,727,ME,16,67.84,1085.44,statement   change request statement,10,0,0,0.0,0,6,60.0,0.0,0,1,1,57.33,0,8000,1,6,0,7,1,0
40.0,Transportation,High School or Below,1,0,1,35400.0,16,699,MA,16,129.65,2074.4, ,10,0,0,0.0,0,3,4707.2,2632.8,1,1,1,2682.68,3,14000,0,5,0,6,2,0
42.0,Retail,High School or Below,1,0,0,48100.0,11,738,MA,35,40.25,1408.75,statement password change billing address,21,5,1,196.24,1,3,1408.75,0.0,0,1,1,66.01,0,12000,1,2,0,11,2,0
41.0,Manufacturing,Bachelor's Degree,1,0,2,79300.0,16,759,CT,49,44.55,2182.95, ,26,3,3,129.0,2,3,2182.95,0.0,0,1,1,41.54,0,14000,0,2,0,4,2,0
29.0,Construction,Associate Degree,1,0,1,4700.0,10,673,NY,6,151.78,910.68, ,3,0,0,0.0,0,5,910.68,0.0,0,1,1,25.53,0,18000,1,4,0,7,0,0
19.0,Manufacturing,Associate Degree,1,0,1,17800.0,4,690,MA,11,50.59,556.49,change request   billing address statement,5,0,0,0.0,0,4,556.49,0.0,0,1,1,48.88,0,13000,1,1,0,8,2,0
40.0,Manufacturing,High School or Below,1,1,1,32400.0,8,717,NY,19,75.6,1436.4, ,10,4,2,274.22,1,9,1618.91,182.51,1,2,1,211.89,9,7000,0,3,0,7,0,0
31.0,Retail,High School or Below,1,0,0,0.0,54,656,NY,0,331.26,0.0,transfer   statement,0,0,0,0.0,0,2,60.0,60.0,1,1,1,60.0,0,13000,1,3,0,4,0,0
43.0,Education,Bachelor's Degree,1,1,0,33600.0,19,706,NY,13,0.0,0.0, ,8,1,0,0.0,1,5,2809.91,2809.91,1,1,1,2809.91,5,10000,1,3,0,3,1,0
29.0,Scientific and Technical Services,Associate Degree,1,0,0,12100.0,1,684,NJ,20,97.36,1947.2,password change statement transfer,10,3,0,292.59,1,8,1947.2,0.0,0,1,1,56.61,8,9000,0,4,0,10,0,0
39.0,Transportation,Doctorate,1,0,0,33400.0,2,638,NY,10,303.82,3038.2, ,7,2,1,585.96,2,4,3038.2,0.0,0,1,1,66.95,4,12000,1,7,1,6,1,0
30.0,Scientific and Technical Services,High School or Below,1,0,0,12700.0,16,800,NY,11,168.11,1849.21, ,4,1,0,166.94,1,5,1849.21,0.0,0,1,1,34.49,4,10000,1,2,0,6,0,0
23.0,Retail,Bachelor's Degree,1,0,2,15800.0,1,672,NY,14,155.93,2183.02, ,6,2,0,316.22,0,6,3461.27,1278.25,1,1,1,1323.4,6,15000,0,2,0,10,2,0
31.0,Retail,Associate Degree,1,0,1,23900.0,6,768,RI,20,81.52,1630.4, ,10,4,2,325.14,2,3,5961.39,4330.99,1,2,1,4376.71,3,14000,1,1,0,12,2,0
25.0,Construction,Associate Degree,1,0,0,0.0,14,718,NY,0,0.97,0.0,late payment plastic replace  ,0,0,0,0.0,0,3,60.0,60.0,1,1,1,60.0,0,7000,1,2,0,12,0,0
30.0,Retail,Associate Degree,1,1,2,33000.0,52,731,CT,8,2.28,18.24, ,7,0,0,0.0,0,4,60.0,41.76,1,4,1,151.59,0,11000,1,3,0,6,1,0
46.0,Manufacturing,Bachelor's Degree,1,0,2,71500.0,3,668,ME,3,99.07,297.21,change request statement customer call,0,1,1,88.0,0,3,60.0,0.0,0,1,1,72.4,1,17000,0,2,0,4,0,0
41.0,Retail,Bachelor's Degree,1,0,0,38500.0,9,729,PA,2,182.02,364.04,change request   transfer,1,0,0,0.0,0,4,634.24,270.2,1,1,1,338.73,0,13000,1,2,0,8,3,0
51.0,Healthcare,Associate Degree,1,0,0,105600.0,8,747,MA,39,24.2,943.8,late payment customer call  ,15,4,1,96.68,1,4,943.8,0.0,0,1,1,42.73,0,12000,1,3,0,7,2,0
33.0,Manufacturing,Bachelor's Degree,1,0,2,58300.0,13,726,MA,35,3.12,109.2, ,16,1,0,2.88,0,2,60.0,0.0,0,1,1,30.9,0,14000,0,2,0,8,1,0
21.0,Transportation,Master's Degree,1,0,0,21700.0,5,714,PA,8,0.59,4.72,change request plastic replace billing address,5,3,1,3.58,0,3,60.0,55.28,1,1,1,129.92,0,10000,1,2,0,8,2,0
45.0,Manufacturing,High School or Below,1,0,0,27000.0,7,726,NJ,18,13.57,244.26,billing address billing address  ,9,3,0,41.7,1,2,472.68,228.42,1,1,1,254.3,0,6000,1,5,0,9,0,0
25.0,Construction,High School or Below,1,0,2,16900.0,20,682,NY,20,130.12,2602.4, ,5,3,0,389.01,0,5,2602.4,0.0,0,1,1,43.41,5,13000,1,1,0,4,2,0
46.0,Financial Services,Bachelor's Degree,1,0,1,191100.0,12,727,PA,209,1141.04,238477.36, ,94,29,6,33018.22,15,2,238477.36,0.0,0,1,1,58.04,2,13000,1,2,0,3,1,0
46.0,Retail,Doctorate,1,0,0,25100.0,15,733,NY,13,10.18,132.34,billing address plastic replace late payment statement,6,0,0,0.0,0,5,132.34,0.0,0,1,1,33.82,0,13000,0,2,0,5,1,0
54.0,Legal,Master's Degree,1,0,1,191900.0,27,653,NJ,65,31.21,2028.65,late payment late payment  ,29,8,3,233.95,1,2,2028.65,0.0,0,1,1,39.28,1,6000,0,3,1,3,2,0
40.0,Healthcare,Bachelor's Degree,1,0,0,104200.0,21,703,NJ,6,191.24,1147.44, ,4,0,0,0.0,0,4,2816.9,1669.46,1,2,1,1717.91,4,10000,1,5,1,8,1,0
37.0,Manufacturing,High School or Below,1,0,0,22600.0,22,737,NY,2,6.06,12.12,password change billing address plastic replace,1,0,0,0.0,0,3,60.0,47.88,1,3,1,95.55,0,7000,1,5,0,12,1,0
24.0,Retail,Bachelor's Degree,1,0,2,11900.0,56,697,MA,20,65.98,1319.6, ,10,2,0,132.0,2,2,1319.6,0.0,0,1,1,77.14,0,13000,1,3,0,87,0,0
28.0,Retail,High School or Below,1,0,0,8300.0,117,626,MA,5,44.25,221.25, ,2,2,0,87.28,2,4,2875.55,2654.3,1,3,1,2675.64,4,11000,0,3,0,9,1,0
44.0,Retail,Associate Degree,1,0,1,82300.0,11,695,MA,15,41.92,628.8,billing address billing address billing address cash,8,1,0,41.63,0,5,3307.63,2678.83,1,3,1,2717.81,5,11000,1,5,0,7,1,0
50.0,Financial Services,Bachelor's Degree,1,0,0,51500.0,18,744,RI,37,196.57,7273.09,statement password change billing address moneyorder,21,5,1,989.12,2,5,7273.09,0.0,0,1,1,11.8,5,16000,0,1,0,11,1,0
23.0,Manufacturing,Associate Degree,1,0,0,15900.0,15,657,NJ,3,187.46,562.38, ,1,0,0,0.0,0,3,60.0,0.0,0,1,1,34.76,0,10000,1,3,0,6,3,0
35.0,Retail,Associate Degree,1,0,0,38400.0,36,740,NY,56,1334.23,74716.88,card replace password change   atm limit,30,5,0,6661.6,1,2,74716.88,0.0,0,1,1,44.62,2,14000,0,4,0,2,0,0
51.0,Entertainment and Hospitality,Master's Degree,1,0,1,89300.0,51,769,MA,26,384.61,9999.86,customer call statement late payment bitcoin,10,2,1,792.75,0,2,9999.86,0.0,0,1,1,43.89,2,19000,1,2,0,9,2,0
44.0,Construction,High School or Below,1,0,0,28200.0,22,703,NY,9,20.84,187.56, ,8,0,0,0.0,0,2,187.56,0.0,0,1,1,32.88,0,13000,0,3,1,14,1,0
35.0,Healthcare,Master's Degree,1,0,2,116900.0,2,750,MA,93,20.67,1922.31, ,52,14,1,281.81,7,4,1922.31,0.0,0,1,1,80.33,4,11000,1,5,1,9,0,0
34.0,Education,High School or Below,1,0,1,27100.0,15,665,NY,31,20.78,644.18, ,13,4,2,97.54,2,4,644.18,0.0,0,1,1,44.62,0,12000,0,2,0,4,0,0
51.0,Information Technology,Bachelor's Degree,1,1,0,117400.0,29,670,NY,94,262.57,24681.58, ,50,12,1,3137.68,5,3,11156.4,0.0,0,1,1,93.14,3,15000,0,1,0,6,2,0
24.0,Retail,Bachelor's Degree,1,0,2,11900.0,56,697,MA,20,65.98,1319.6, ,10,2,0,132.0,2,2,1319.6,0.0,0,1,1,77.14,0,13000,1,3,0,87,0,0
42.0,Manufacturing,Associate Degree,1,0,0,,1,681,VT,0,185.61,0.0, ,0,0,0,0.0,0,2,60.0,60.0,1,1,1,60.0,0,12000,1,3,0,11,0,0
39.0,Retail,Associate Degree,1,0,0,52600.0,2,698,NJ,7,277.77,1944.39,  billing address plastic replace,3,1,0,279.56,0,3,1944.39,0.0,0,1,1,31.36,3,7000,0,2,0,9,1,0
50.0,Healthcare,Bachelor's Degree,1,0,0,136700.0,80,727,ME,74,2.39,176.86, ,39,5,1,9.96,2,7,176.86,0.0,0,1,1,34.29,0,10000,0,5,0,10,0,0
47.0,Construction,High School or Below,1,0,0,46600.0,5,737,RI,2,193.15,386.3, ,1,0,0,0.0,0,6,386.3,0.0,0,1,1,45.12,0,15000,0,5,0,8,0,0
50.0,Manufacturing,Associate Degree,1,1,0,97300.0,32,702,NJ,153,134.27,20543.31, ,74,13,4,1776.26,4,3,1027.17,0.0,0,1,1,41.18,3,12000,1,2,0,8,0,0
52.0,Entertainment and Hospitality,Bachelor's Degree,1,0,1,68400.0,3,739,CT,45,175.44,7894.8,plastic replace late payment customer call,19,3,0,529.62,0,3,394.74,0.0,0,1,1,59.2,3,8000,1,3,0,10,2,0
,Financial Services,High School or Below,1,0,1,159300.0,14,713,MA,39,60.08,2343.12, ,25,3,2,184.08,1,5,2343.12,0.0,0,1,1,42.32,2,14000,1,5,0,15,1,0
36.0,Construction,Associate Degree,1,0,0,27300.0,11,739,NY,18,63.46,1142.28,transfer card replace billing address,13,1,0,62.78,0,4,1142.28,0.0,0,1,1,59.5,0,13000,1,5,0,5,0,0
26.0,Entertainment and Hospitality,High School or Below,1,0,1,17500.0,12,703,MA,16,172.46,2759.36,change request card replace plastic replace,7,2,1,315.92,1,7,2759.36,0.0,0,1,1,41.14,7,13000,1,2,0,9,2,0
25.0,Education,High School or Below,1,0,0,11400.0,10,767,PA,1,336.55,336.55,late payment statement transfer statement,1,0,0,0.0,0,3,60.0,0.0,0,1,1,35.73,0,18000,0,4,0,9,3,0
53.0,Healthcare,Associate Degree,1,0,0,55600.0,45,737,NJ,7,47.47,332.29,late payment late payment statement bitcoin,4,1,1,47.0,1,6,2716.56,2384.27,1,1,1,2418.14,6,18000,0,3,0,8,0,0
29.0,Education,Bachelor's Degree,1,0,0,22600.0,3,704,NY,0,62.78,0.0,billing address transfer  ,0,0,0,0.0,0,5,60.0,60.0,1,1,1,60.0,0,14000,1,2,0,6,0,0
63.0,Healthcare,Bachelor's Degree,1,0,0,109600.0,10,671,PA,10,19.2,192.0,change request plastic replace  ,2,2,0,39.12,1,4,192.0,0.0,0,1,1,23.59,1,15000,0,3,1,6,0,0
30.0,Scientific and Technical Services,Associate Degree,1,0,0,15500.0,2,755,NY,12,339.1,4069.2,statement change request change request statement,3,0,0,0.0,0,5,2616.45,0.0,0,1,1,33.27,0,7000,0,3,0,7,1,0
42.0,Scientific and Technical Services,Bachelor's Degree,1,0,2,53300.0,24,663,MA,19,35.1,666.9, ,11,1,0,34.85,1,3,666.9,0.0,0,1,1,56.78,0,17000,1,4,0,7,2,0
29.0,Entertainment and Hospitality,Master's Degree,1,0,2,37900.0,66,752,NY,4,518.42,2073.68,customer call customer call change request statement,1,0,0,0.0,0,2,2073.68,0.0,0,1,1,49.04,0,11000,1,5,0,6,3,0
40.0,Transportation,High School or Below,1,0,0,33600.0,8,736,MA,19,87.95,1671.05,statement statement customer call statement,9,0,0,0.0,0,3,1671.05,0.0,0,1,1,40.9,0,10000,1,3,0,6,1,0
49.0,Manufacturing,Bachelor's Degree,1,0,0,28800.0,1,710,MA,32,4.08,130.56,change request plastic replace customer call,13,3,0,12.72,1,2,60.0,0.0,0,1,1,54.65,0,14000,1,4,0,3,1,0
24.0,Manufacturing,Bachelor's Degree,1,0,1,40900.0,17,680,MA,69,39.68,2737.92, ,29,3,0,120.36,1,3,2737.92,0.0,0,1,1,51.69,1,13000,1,5,0,7,1,0
48.0,Construction,Bachelor's Degree,1,0,0,61300.0,53,659,NY,43,0.0,0.0, ,22,3,1,0.0,0,5,60.0,60.0,1,1,1,60.0,1,13000,0,4,0,8,0,0
53.0,Scientific and Technical Services,Bachelor's Degree,1,0,0,83100.0,6,696,PA,11,21.3,234.3, ,4,0,0,0.0,0,3,234.3,0.0,0,1,1,59.21,0,14000,1,4,0,6,0,0
26.0,Scientific and Technical Services,Bachelor's Degree,1,0,0,13800.0,105,706,PA,0,82.92,0.0, ,0,0,0,0.0,0,2,60.0,60.0,1,1,1,60.0,0,15000,0,3,0,8,0,0
44.0,Financial Services,Doctorate,1,0,0,162200.0,34,648,NY,3,103.35,310.05, ,1,0,0,0.0,0,2,310.05,0.0,0,1,1,44.7,0,12000,0,2,0,7,2,0
35.0,Construction,Doctorate,1,0,1,38300.0,47,777,MA,5,276.59,1382.95,password change change request  ,1,0,0,0.0,0,4,2703.8,1320.85,1,1,1,1372.73,4,8000,1,0,0,8,0,0
54.0,Education,High School or Below,1,0,0,42500.0,1,719,CT,11,90.09,990.99, ,6,0,0,0.0,0,4,349.82,0.0,0,1,1,66.0,0,11000,1,4,0,4,0,0
25.0,Scientific and Technical Services,High School or Below,1,1,0,5800.0,3,698,CT,0,46.42,0.0,password change billing address password change overseas atm,0,0,0,0.0,0,4,2660.98,2660.98,1,1,1,2660.98,4,10000,0,3,1,10,2,0
44.0,Retail,Bachelor's Degree,1,0,1,70300.0,16,724,NY,2,1.49,2.98,card replace statement plastic replace,1,1,1,2.0,0,3,60.0,57.02,1,1,1,114.28,1,12000,1,2,0,8,1,0
39.0,Entertainment and Hospitality,Doctorate,1,0,1,47600.0,15,724,PA,4,658.59,2634.36, ,2,0,0,0.0,0,6,2634.36,0.0,0,1,1,36.22,0,15000,1,1,0,6,0,0
37.0,Education,Associate Degree,1,0,0,22200.0,54,766,PA,4,0.84,3.36, ,4,2,1,1.82,0,2,60.0,56.64,1,2,1,101.21,0,10000,0,4,0,12,0,0
39.0,Financial Services,Bachelor's Degree,1,0,1,74400.0,1,738,CT,56,101.28,5671.68, ,26,3,2,305.09,3,3,5671.68,0.0,0,1,1,41.51,3,10000,0,5,0,7,1,0
,Transportation,High School or Below,1,0,1,13000.0,4,661,MA,8,297.4,2379.2, ,3,2,0,593.66,0,2,2379.2,0.0,0,1,1,55.25,2,15000,0,3,0,5,2,0
51.0,Education,Doctorate,1,0,0,,7,694,CT,11,212.0,2332.0, ,5,0,0,0.0,0,4,3577.26,1245.26,1,1,1,1281.54,4,14000,1,2,0,10,1,0
37.0,Financial Services,Bachelor's Degree,1,0,0,67100.0,9,728,NY,51,37.39,1906.89,statement transfer password change,28,5,1,185.96,3,4,2942.41,1035.52,1,1,1,1102.11,4,10000,1,7,0,6,0,0
41.0,Manufacturing,Associate Degree,1,0,0,43200.0,52,733,CT,1,3.23,3.23, ,0,0,0,0.0,0,3,60.0,56.77,1,4,1,90.28,0,9000,1,1,0,7,4,0
38.0,Information Technology,Doctorate,1,0,0,69000.0,17,704,CT,14,8.99,125.86, ,4,1,0,9.3,1,5,60.0,0.0,0,1,1,63.94,0,6000,0,3,0,7,1,0
25.0,Manufacturing,High School or Below,1,0,2,15300.0,14,701,NH,19,279.41,5308.79,change request change request statement,12,1,1,278.0,0,3,692.27,0.0,0,1,1,46.82,2,11000,0,2,1,9,1,0
53.0,Education,Master's Degree,1,1,1,,26,693,MA,44,248.01,10912.44, ,21,6,1,1461.75,2,5,10912.44,0.0,0,1,1,30.49,5,11000,1,1,0,3,1,0
41.0,Manufacturing,Bachelor's Degree,1,0,2,79300.0,16,759,CT,49,44.55,2182.95, ,26,3,3,129.0,2,3,2182.95,0.0,0,1,1,41.54,0,14000,0,2,0,4,2,0
23.0,Manufacturing,High School or Below,1,0,0,12600.0,47,773,NY,5,17.38,86.9, ,2,0,0,0.0,0,9,86.9,0.0,0,1,1,43.35,0,15000,1,4,0,6,2,0
30.0,Retail,High School or Below,1,0,0,27500.0,16,726,CT,17,73.46,1248.82,late payment change request statement,5,1,0,73.95,1,4,1248.82,0.0,0,1,1,32.16,0,14000,0,5,0,9,1,0
46.0,Manufacturing,Bachelor's Degree,1,0,2,71500.0,3,668,ME,3,99.07,297.21,change request statement customer call,0,1,1,88.0,0,3,60.0,0.0,0,1,1,72.4,1,17000,0,2,0,4,0,0
24.0,Entertainment and Hospitality,Associate Degree,1,1,2,17300.0,51,705,NY,1,1.21,1.21,billing address plastic replace change request,1,0,0,0.0,0,4,60.0,58.79,1,2,1,97.88,0,10000,0,2,0,6,1,0
20.0,Education,Doctorate,1,0,2,11000.0,10,706,NY,8,53.12,424.96,statement statement statement statement,4,0,0,0.0,0,3,424.96,0.0,0,1,1,75.63,0,11000,0,2,0,11,1,0
50.0,Legal,High School or Below,1,0,0,78600.0,4,742,PA,5,328.28,1641.4,billing address late payment change request,4,1,0,328.7,1,2,1641.4,0.0,0,1,1,55.09,2,9000,0,5,0,7,1,0
43.0,Entertainment and Hospitality,Bachelor's Degree,1,1,1,81200.0,11,762,ME,26,728.42,18938.92, ,12,4,3,2947.29,2,2,18938.92,0.0,0,1,1,30.34,2,8000,0,3,0,10,1,0
50.0,Manufacturing,Associate Degree,1,0,0,36300.0,50,684,NJ,6,69.41,416.46,change request statement card replace statement,3,0,0,0.0,0,5,416.46,0.0,0,1,1,26.43,0,11000,1,2,0,6,0,0
48.0,Education,Doctorate,1,0,0,37000.0,60,708,PA,4,92.7,370.8, ,0,2,0,186.84,0,3,370.8,0.0,0,1,1,51.19,2,20000,1,3,0,6,2,0
53.0,Education,Doctorate,1,0,0,95300.0,5,747,NY,86,186.37,16027.82, ,37,7,4,1330.46,4,3,801.39,0.0,0,1,1,44.27,3,18000,0,1,0,5,1,0
39.0,Legal,Doctorate,1,1,0,66600.0,10,779,MA,16,61.49,983.84, ,10,1,0,61.82,0,5,1376.85,393.01,1,2,1,477.95,4,7000,1,2,0,89,0,0
37.0,Entertainment and Hospitality,Doctorate,1,0,0,63200.0,26,731,RI,48,118.11,5669.28,transfer password change   moneyorder payment,30,4,0,476.8,2,3,10596.71,4927.43,1,1,1,4978.49,3,10000,0,5,0,6,1,0
50.0,Manufacturing,Associate Degree,1,0,0,49200.0,18,736,PA,20,120.75,2415.0, ,9,3,0,354.12,2,4,2415.0,0.0,0,1,1,41.67,4,12000,1,8,0,6,0,0
,Healthcare,High School or Below,1,0,0,53500.0,63,694,PA,4,4.47,17.88,  transfer card replace,2,3,0,13.56,2,4,60.0,42.12,1,1,1,120.21,0,18000,0,1,0,7,1,0
19.0,Manufacturing,Associate Degree,1,0,0,13300.0,4,726,ME,5,143.38,716.9,statement card replace   statement,1,0,0,0.0,0,2,716.9,0.0,0,1,1,14.21,0,6000,1,1,0,8,0,0
51.0,Education,High School or Below,1,0,0,64900.0,6,665,MA,31,71.73,2223.63, ,14,3,0,215.34,1,3,111.18,0.0,0,1,1,47.93,2,18000,0,1,0,4,2,0
33.0,Education,Associate Degree,1,0,1,25300.0,26,731,NY,7,421.37,2949.59,customer call plastic replace statement statement,4,0,0,0.0,0,2,2536.93,0.0,0,1,1,58.28,0,18000,0,2,0,10,1,0
43.0,Manufacturing,Bachelor's Degree,1,0,1,67600.0,21,703,MA,11,202.27,2224.97,card replace billing address  ,8,1,1,192.0,1,3,2224.97,0.0,0,1,1,71.27,1,16000,1,3,0,8,0,0
47.0,Legal,High School or Below,1,0,1,94200.0,39,736,NY,172,158.55,27270.6, ,89,11,2,1725.9,5,3,27270.6,0.0,0,1,1,60.65,3,13000,1,3,0,4,1,0
47.0,Entertainment and Hospitality,Master's Degree,1,0,0,67500.0,10,712,CT,26,0.0,0.0, ,12,2,0,0.0,1,2,60.0,60.0,1,1,1,60.0,0,6000,0,5,1,12,2,0
37.0,Education,Bachelor's Degree,1,0,2,53600.0,3,691,NY,47,0.0,0.0,password change statement late payment,29,6,2,0.0,2,3,60.0,60.0,1,1,1,60.0,0,14000,0,4,0,7,1,0
41.0,Healthcare,Bachelor's Degree,1,0,0,62100.0,47,715,MA,10,85.86,858.6,late payment late payment late payment statement,4,0,0,0.0,0,4,60.0,0.0,0,1,1,26.32,0,14000,1,2,0,8,1,0
39.0,Information Technology,Doctorate,1,0,2,135300.0,2,675,NY,38,45.98,1747.24,change request billing address card replace,22,2,0,89.98,0,4,1747.24,0.0,0,1,1,58.36,0,12000,0,3,0,7,0,0
47.0,Entertainment and Hospitality,Bachelor's Degree,1,0,0,77700.0,6,723,NJ,50,189.19,9459.5, ,31,2,0,376.54,0,5,9459.5,0.0,0,1,1,34.11,5,9000,1,2,0,6,0,0
44.0,Retail,Master's Degree,1,0,0,54500.0,9,749,MA,4,117.45,469.8,card replace late payment card replace statement,3,0,0,0.0,0,2,60.0,0.0,0,1,1,61.38,0,19000,0,3,0,11,1,0
39.0,Manufacturing,Master's Degree,1,0,1,82400.0,9,659,PA,58,172.26,9991.08,"customer call   plastic replace lost cardrefund requested. supply additional details, call back",26,8,2,1388.78,6,3,19865.37,9874.29,1,3,1,9909.24,3,16000,1,4,0,10,0,0
23.0,Entertainment and Hospitality,Bachelor's Degree,1,0,2,11500.0,18,750,NJ,2,192.7,385.4, ,0,0,0,0.0,0,3,385.4,0.0,0,1,1,56.4,0,13000,1,2,0,6,0,0
47.0,Financial Services,Bachelor's Degree,1,0,2,109900.0,3,680,PA,36,54.35,1956.6,customer call customer call card replace,20,4,2,207.98,0,3,271.11,0.0,0,1,1,38.2,3,14000,0,7,0,9,1,0
56.0,Engineering,Master's Degree,1,0,0,94200.0,25,711,ME,31,164.92,5112.52,transfer password change   moneyorder,15,5,2,854.71,1,4,5112.52,0.0,0,1,1,61.11,4,13000,0,4,0,5,2,0
41.0,Financial Services,Master's Degree,1,0,1,179400.0,53,682,NY,161,137.84,22192.24, ,76,12,1,1632.75,3,3,22192.24,0.0,0,1,1,32.56,3,11000,0,4,0,6,4,0
40.0,Education,High School or Below,1,0,0,43500.0,11,717,CT,18,36.11,649.98, ,11,1,1,29.0,0,3,649.98,0.0,0,1,1,26.66,0,9000,0,2,1,3,2,0
52.0,Construction,Bachelor's Degree,1,0,1,70800.0,11,780,RI,80,25.74,2059.2,password change transfer transfer cash,37,7,1,181.86,3,3,4725.73,2666.53,1,1,1,2700.65,3,19000,0,3,0,5,2,0
,Construction,Doctorate,1,0,0,34600.0,13,755,CT,9,15.38,138.42,change request change request password change statement,3,0,0,0.0,0,6,138.42,0.0,0,1,1,67.22,0,8000,0,3,0,6,1,0
41.0,Manufacturing,Bachelor's Degree,1,0,2,79300.0,16,759,CT,49,44.55,2182.95, ,26,3,3,129.0,2,3,2182.95,0.0,0,1,1,41.54,0,14000,0,2,0,4,2,0
48.0,Entertainment and Hospitality,Bachelor's Degree,1,0,0,38600.0,54,749,RI,22,25.78,567.16, ,7,4,1,110.5,2,2,3235.46,2668.3,1,2,1,2720.09,2,12000,0,4,0,13,0,0
32.0,Healthcare,Associate Degree,1,1,2,154000.0,13,704,PA,57,1294.0,73758.0,late payment plastic replace   cash,25,5,2,6574.6,1,6,73758.0,0.0,0,1,1,69.63,6,11000,0,3,0,4,0,0
31.0,Entertainment and Hospitality,Associate Degree,1,0,1,42700.0,5,681,NY,33,190.33,6280.89, ,15,4,0,749.2,2,7,314.04,0.0,0,1,1,86.4,7,15000,1,2,0,11,0,0
52.0,Education,Associate Degree,1,0,0,62700.0,29,715,MA,71,0.0,0.0, ,49,9,2,0.0,2,4,60.0,60.0,1,1,1,60.0,0,14000,1,3,0,5,1,0
25.0,Manufacturing,High School or Below,1,0,0,20100.0,11,738,RI,3,56.15,168.45,customer call   password change,1,0,0,0.0,0,5,268.38,99.93,1,1,1,160.56,2,11000,1,2,0,7,0,0
23.0,Scientific and Technical Services,Doctorate,1,0,0,15400.0,3,724,ME,7,52.52,367.64, ,1,0,0,0.0,0,6,209.65,0.0,0,1,1,60.35,0,13000,1,3,0,13,0,0
37.0,Education,Bachelor's Degree,1,0,2,53600.0,3,691,NY,47,0.0,0.0,password change statement late payment,29,6,2,0.0,2,3,60.0,60.0,1,1,1,60.0,0,14000,0,4,0,7,1,0
37.0,Retail,Bachelor's Degree,1,0,0,24200.0,1,768,ME,43,245.32,10548.76,plastic replace statement billing address bitcoin,32,7,1,1708.66,4,2,527.44,0.0,0,1,1,61.2,2,11000,1,4,0,11,1,0
23.0,Education,Bachelor's Degree,1,0,0,14000.0,1,700,NY,0,119.09,0.0,change request password change late payment,0,0,0,0.0,0,2,60.0,60.0,1,1,1,60.0,0,9000,1,9,0,8,0,0
